timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2019-01-16,0.5355,0.5355,0.4668,0.4895,1343660.31,1547683199999,665013.644449,3492,602419.92,300116.387012,0
2019-01-17,0.4895,0.4953,0.4639,0.4756,1411725.35,1547769599999,673447.208597,3987,778386.36,370875.085453,0
2019-01-18,0.4762,0.5112,0.4601,0.4894,984417.59,1547855999999,474999.286242,5662,463067.14,223476.046492,0
2019-01-19,0.4908,0.5,0.4673,0.4831,735443.2,1547942399999,354090.041046,4482,335579.52,162108.450317,0
2019-01-20,0.4803,0.492,0.459,0.4834,677499.56,1548028799999,323333.553838,2098,315527.36,150762.229982,0
2019-01-21,0.4839,0.5198,0.465,0.4972,897787.84,1548115199999,446086.78762,3020,475523.36,237158.039574,0
2019-01-22,0.496,0.5656,0.4956,0.5344,1784953.5,1548201599999,955513.881021,4972,810120.63,432224.627544,0
2019-01-23,0.5342,0.5475,0.4901,0.5046,1827069.39,1548287999999,940352.297759,4592,909871.19,467161.148266,0
2019-01-24,0.5046,0.5065,0.4518,0.5017,1529219.53,1548374399999,745639.12774,3970,574885.47,280696.723904,0
2019-01-25,0.5031,0.5157,0.4712,0.4739,1112869.08,1548460799999,544844.844073,3319,385408.17,189487.355912,0
2019-01-26,0.4736,0.4884,0.4624,0.4661,865653.89,1548547199999,410185.821637,2529,355712.12,169019.63476,0
2019-01-27,0.4661,0.4666,0.4229,0.4303,2278919.65,1548633599999,1004304.902092,4757,814389.66,359170.58306,0
2019-01-28,0.431,0.4313,0.3504,0.4116,4006211.85,1548719999999,1540777.018846,7036,1545123.37,596264.224243,0
2019-01-29,0.4104,0.4638,0.4061,0.4505,5190825.37,1548806399999,2252399.736119,10723,2476608.43,1075979.897043,0
2019-01-30,0.4505,0.4514,0.413,0.4249,2092369.59,1548892799999,897815.126911,5128,904982.23,388805.405856,0
2019-01-31,0.425,0.441,0.3811,0.3832,2029033.61,1548979199999,826552.030246,4899,823413.46,335950.015997,0
2019-02-01,0.385,0.43,0.38,0.4147,1899232.56,1549065599999,768342.467271,3972,666307.29,271311.380536,0
2019-02-02,0.4163,0.433,0.3985,0.4136,821033.48,1549151999999,340840.331218,2351,373799.97,155448.878216,0
2019-02-03,0.417,0.417,0.386,0.3963,1065170.56,1549238399999,424303.971749,2400,313942.12,125398.013055,0
2019-02-04,0.3959,0.4125,0.3867,0.3943,1449384.96,1549324799999,579009.583139,2746,588770.86,236125.549591,0
2019-02-05,0.3926,0.4327,0.3902,0.4224,1299107.03,1549411199999,532341.103934,3411,571362.11,235106.56976,0
2019-02-06,0.4224,0.4236,0.3915,0.4,1368546.21,1549497599999,552819.621243,3815,546898.85,220883.158036,0
2019-02-07,0.4,0.4065,0.3913,0.4021,498842.36,1549583999999,199193.78253,1770,202372.88,80981.871289,0
2019-02-08,0.4021,0.45,0.3985,0.4383,2015969.58,1549670399999,859693.298603,5194,1000399.46,428907.160821,0
2019-02-09,0.4371,0.4844,0.431,0.4612,1384815.95,1549756799999,637171.045365,4320,616400.15,284708.302695,0
2019-02-10,0.4648,0.48,0.4325,0.4499,2000850.55,1549843199999,913391.61962,5046,984505.09,451162.814042,0
2019-02-11,0.4495,0.4515,0.42,0.4289,1580197.39,1549929599999,685555.872631,4364,760432.54,330746.339864,0
2019-02-12,0.4277,0.4374,0.4176,0.4277,941303.58,1550015999999,400668.760404,2718,378505.08,161526.527993,0
2019-02-13,0.4277,0.4454,0.4183,0.4411,935377.38,1550102399999,400576.99087,2886,402838.47,173398.873672,0
2019-02-14,0.4422,0.4442,0.4203,0.4259,942053.44,1550188799999,407685.941353,3034,363079.8,157487.726722,0
2019-02-15,0.4235,0.45,0.4222,0.4342,612251.8,1550275199999,264659.849465,2328,245667.38,106084.790565,0
2019-02-16,0.4366,0.4464,0.4251,0.4398,465491.58,1550361599999,203941.272106,1988,186025.54,81708.169791,0
2019-02-17,0.4386,0.4797,0.4317,0.4604,1616509.72,1550447999999,740396.471002,4667,597833.0,272266.3862,0
2019-02-18,0.4615,0.4823,0.4534,0.471,1430254.78,1550534399999,671573.658591,4250,701988.75,329827.016881,0
2019-02-19,0.471,0.4789,0.452,0.4598,1548002.44,1550620799999,724054.883013,4036,679346.57,318733.447788,0
2019-02-20,0.4548,0.4748,0.4432,0.4618,1358786.28,1550707199999,625130.767047,3853,540120.99,248568.865631,0
2019-02-21,0.4617,0.475,0.438,0.4438,1443214.98,1550793599999,655875.790716,4183,587352.26,267264.145596,0
2019-02-22,0.4438,0.465,0.44,0.4479,700523.77,1550879999999,313850.863647,2334,263693.43,118391.887926,0
2019-02-23,0.448,0.464,0.4437,0.4585,925529.64,1550966399999,419693.727298,2632,437151.83,198740.541291,0
2019-02-24,0.4592,0.4644,0.3975,0.405,2154193.25,1551052799999,917345.275562,4851,840200.99,356610.694731,0
2019-02-25,0.4047,0.4749,0.4007,0.4723,1785356.21,1551139199999,783690.750459,4943,911405.84,402187.330644,0
2019-02-26,0.4722,0.474,0.43,0.4341,1775526.67,1551225599999,796546.586808,4223,748078.49,336790.609505,0
2019-02-27,0.4335,0.4412,0.4145,0.4274,854212.45,1551311999999,365787.418355,2137,399438.17,171191.416177,0
2019-02-28,0.4274,0.45,0.4166,0.4244,1059968.13,1551398399999,455311.559954,2857,447772.08,192237.099926,0
2019-03-01,0.4236,0.4386,0.4203,0.4285,560690.81,1551484799999,239706.048076,1648,280918.86,120017.037371,0
2019-03-02,0.4286,0.4372,0.4173,0.4221,331570.0,1551571199999,140599.974044,1133,133108.97,56434.646431,0
2019-03-03,0.4232,0.4292,0.4177,0.4205,225429.95,1551657599999,95660.216465,911,83763.86,35619.533559,0
2019-03-04,0.4203,0.4255,0.3929,0.4036,946382.19,1551743999999,387502.948292,2834,343413.05,140788.841975,0
2019-03-05,0.4029,0.4343,0.4023,0.4291,1686179.9,1551830399999,703630.897735,4232,738583.95,309224.82702,0
2019-03-06,0.4291,0.4385,0.4186,0.4296,716328.15,1551916799999,305884.809425,2057,340974.63,145774.230606,0
2019-03-07,0.4296,0.4766,0.4256,0.4521,1498764.03,1552003199999,677393.543142,4029,726835.62,328261.970149,0
2019-03-08,0.4521,0.5107,0.4519,0.4611,3248280.83,1552089599999,1570069.711841,9622,1588704.81,769190.030521,0
2019-03-09,0.4611,0.4824,0.4524,0.4746,1381686.43,1552175999999,643096.002798,4288,568565.43,264955.600004,0
2019-03-10,0.4742,0.546,0.4681,0.4981,2887991.86,1552262399999,1456511.395647,10121,1330489.36,671671.263102,0
2019-03-11,0.4982,0.5181,0.4382,0.4629,2633054.21,1552348799999,1262800.852306,7157,1035115.15,495355.455775,0
